epoch,loss,lr,val_loss
104,2.014167070388794,0.00025,2.68202543258667
105,1.837525486946106,0.00025,1.989479422569275
106,1.8574023246765137,0.00025,2.1819441318511963
107,1.809562087059021,0.00025,2.073420286178589
108,1.5055888891220093,0.00025,1.6650543212890625
109,1.6433900594711304,0.00025,1.699920654296875
110,1.587988257408142,0.00025,1.8653006553649902
111,1.7255295515060425,0.00025,1.8472980260849
112,1.8517485857009888,0.00025,2.555591344833374
113,1.8397397994995117,0.00025,2.0081567764282227
114,1.8097034692764282,0.00025,1.810117244720459
115,1.6809306144714355,0.00025,1.9655284881591797
116,1.449702262878418,0.00025,1.9062479734420776
117,1.6044728755950928,0.00025,1.7585269212722778
118,1.634649634361267,0.00025,1.9021323919296265
119,1.5821287631988525,0.000125,1.85968816280365
120,1.6691632270812988,0.000125,2.2521352767944336
121,1.6879531145095825,0.000125,1.5523816347122192
122,1.6154392957687378,0.000125,1.7248269319534302
123,1.460342288017273,0.000125,1.6715691089630127
124,1.2974849939346313,0.000125,1.4781149625778198
125,1.3900797367095947,0.000125,1.5322445631027222
126,1.4297518730163574,0.000125,1.5634404420852661
127,1.453896164894104,0.000125,1.682692289352417
128,1.639400839805603,0.000125,2.2342031002044678
129,1.566983938217163,0.000125,1.6782113313674927
130,1.5369374752044678,0.000125,1.616692304611206
131,1.3781505823135376,0.000125,1.758439540863037
132,1.266830325126648,0.000125,1.4768389463424683
133,1.3201459646224976,0.000125,1.4526270627975464
134,1.3811967372894287,0.000125,1.5436668395996094
135,1.4309872388839722,0.000125,1.6402989625930786
136,1.5995879173278809,0.000125,2.3855714797973633
137,1.571700930595398,0.000125,1.6565899848937988
138,1.5154038667678833,0.000125,1.5032061338424683
139,1.3440544605255127,0.000125,1.624170184135437
140,1.1798862218856812,0.000125,1.4131063222885132
141,1.3154511451721191,0.000125,1.4296894073486328
142,1.3567818403244019,0.000125,1.5252753496170044
143,1.4467458724975586,0.000125,1.6914299726486206
144,1.5768346786499023,0.000125,2.3958115577697754
145,1.510358214378357,0.000125,1.6423790454864502
146,1.5343564748764038,0.000125,1.5570578575134277
147,1.3564716577529907,0.000125,1.5307338237762451
148,1.191380262374878,0.000125,1.4023550748825073
149,1.2885359525680542,0.000125,1.5130184888839722
150,1.3654624223709106,0.000125,1.5024998188018799
151,1.3916805982589722,0.000125,1.6321067810058594
152,1.53548264503479,0.000125,2.4309401512145996
153,1.510809302330017,0.000125,1.4766654968261719
154,1.473846673965454,0.000125,1.5470887422561646
155,1.3220397233963013,0.000125,1.570135474205017
156,1.193397879600525,0.000125,1.4257054328918457
157,1.274354338645935,0.000125,1.548772931098938
158,1.3401851654052734,0.000125,1.5908855199813843
159,1.3818913698196411,6.25e-05,1.578050971031189
160,1.5042762756347656,6.25e-05,2.004317045211792
161,1.4475466012954712,6.25e-05,1.4241958856582642
162,1.4011622667312622,6.25e-05,1.5316855907440186
163,1.2279118299484253,6.25e-05,1.4865306615829468
164,1.0457488298416138,6.25e-05,1.2975841760635376
165,1.1659395694732666,6.25e-05,1.3775666952133179
166,1.2516820430755615,6.25e-05,1.469572901725769
167,1.3527288436889648,6.25e-05,1.5414414405822754
168,1.4956952333450317,6.25e-05,1.9259231090545654
169,1.428410291671753,6.25e-05,1.416327953338623
170,1.3958075046539307,6.25e-05,1.5542349815368652
171,1.2202534675598145,6.25e-05,1.3734103441238403
172,1.0110896825790405,6.25e-05,1.3599295616149902
173,1.1652549505233765,6.25e-05,1.4212522506713867
174,1.236689805984497,6.25e-05,1.4510207176208496
175,1.3587970733642578,3.125e-05,1.5553034543991089
176,1.5357582569122314,3.125e-05,1.6598321199417114
177,1.4321829080581665,3.125e-05,1.2494767904281616
178,1.3797870874404907,3.125e-05,1.3205748796463013
179,1.1833230257034302,3.125e-05,1.349843978881836
180,0.9831140637397766,3.125e-05,1.3868046998977661
181,1.148118495941162,3.125e-05,1.3603469133377075
182,1.2195559740066528,3.125e-05,1.379754900932312
183,1.3184943199157715,3.125e-05,1.4905548095703125
184,1.5185518264770508,3.125e-05,1.6586498022079468
185,1.3983142375946045,3.125e-05,1.241361141204834
186,1.3734406232833862,3.125e-05,1.3100676536560059
187,1.1712349653244019,3.125e-05,1.3456740379333496
188,0.9627426862716675,3.125e-05,1.4347953796386719
189,1.132663607597351,3.125e-05,1.4025907516479492
190,1.2192704677581787,3.125e-05,1.36576247215271
191,1.3042980432510376,3.125e-05,1.4697648286819458
192,1.5001853704452515,3.125e-05,1.6712307929992676
193,1.3766127824783325,3.125e-05,1.2482856512069702
194,1.362889051437378,3.125e-05,1.3350194692611694
195,1.1601958274841309,3.125e-05,1.358202338218689
196,0.9648852348327637,1.5625e-05,1.2814841270446777
197,1.1225206851959229,1.5625e-05,1.2755166292190552
198,1.2120487689971924,1.5625e-05,1.2431267499923706
199,1.297296404838562,1.5625e-05,1.310843586921692
200,1.514906644821167,1.5625e-05,1.4705532789230347
201,1.3575284481048584,1.5625e-05,1.1832823753356934
202,1.3627619743347168,1.5625e-05,1.1860824823379517
203,1.144504427909851,1.5625e-05,1.1971099376678467
204,0.9515567421913147,1.5625e-05,1.2466641664505005
205,1.1061670780181885,1.5625e-05,1.2588998079299927
206,1.1908053159713745,1.5625e-05,1.2254358530044556
207,1.3034507036209106,1.5625e-05,1.3113592863082886
208,1.452545404434204,1.5625e-05,1.4662716388702393
209,1.3979158401489258,1.5625e-05,1.173666000366211
210,1.3484313488006592,1.5625e-05,1.1714911460876465
211,1.1463969945907593,1.5625e-05,1.1846715211868286
212,0.943986177444458,1.5625e-05,1.2323086261749268
213,1.0974715948104858,1.5625e-05,1.248873233795166
214,1.1829750537872314,1.5625e-05,1.2185066938400269
215,1.3057595491409302,1.5625e-05,1.291538119316101
216,1.4271610975265503,1.5625e-05,1.4615684747695923
217,1.3996312618255615,1.5625e-05,1.170146107673645
218,1.341361165046692,1.5625e-05,1.1627358198165894
219,1.1268703937530518,1.5625e-05,1.1709872484207153
220,0.957549512386322,1.5625e-05,1.2014693021774292
221,1.0935394763946533,1.5625e-05,1.2417181730270386
222,1.179158091545105,1.5625e-05,1.208053469657898
223,1.2681798934936523,1.5625e-05,1.2687509059906006
224,1.447326421737671,1.5625e-05,1.4513882398605347
225,1.3932344913482666,1.5625e-05,1.1643345355987549
226,1.3330527544021606,1.5625e-05,1.155663013458252
227,1.119210124015808,1.5625e-05,1.160757303237915
228,0.9503697156906128,1.5625e-05,1.196871042251587
229,1.0881378650665283,1.5625e-05,1.2171721458435059
230,1.1829088926315308,1.5625e-05,1.202989101409912
231,1.2521084547042847,1.5625e-05,1.2555947303771973
232,1.4518460035324097,1.5625e-05,1.4334665536880493
233,1.3842709064483643,1.5625e-05,1.1586052179336548
234,1.3281062841415405,1.5625e-05,1.1526780128479004
235,1.113874077796936,1.5625e-05,1.1541917324066162
236,0.9441728591918945,1.5625e-05,1.192428469657898
237,1.0613038539886475,1.5625e-05,1.1972413063049316
238,1.2015695571899414,1.5625e-05,1.1950076818466187
239,1.2462878227233887,1.5625e-05,1.2454084157943726
240,1.445965051651001,1.5625e-05,1.430472493171692
241,1.3681190013885498,1.5625e-05,1.155495524406433
242,1.3351255655288696,1.5625e-05,1.149088740348816
243,1.1087875366210938,1.5625e-05,1.150753378868103
244,0.938839852809906,1.5625e-05,1.1824085712432861
245,1.0535818338394165,1.5625e-05,1.1952024698257446
246,1.2050271034240723,1.5625e-05,1.188308835029602
247,1.2408558130264282,1.5625e-05,1.2451293468475342
248,1.4423632621765137,1.5625e-05,1.4256888628005981
249,1.3602458238601685,1.5625e-05,1.1541613340377808
250,1.334052562713623,1.5625e-05,1.1482487916946411
251,1.1032562255859375,1.5625e-05,1.1493661403656006
252,0.9356244802474976,1.5625e-05,1.170554757118225
253,1.0456163883209229,1.5625e-05,1.1814347505569458
254,1.177912712097168,1.5625e-05,1.1806129217147827
255,1.2570196390151978,1.5625e-05,1.240260124206543
256,1.421104073524475,1.5625e-05,1.4225680828094482
257,1.3700284957885742,1.5625e-05,1.1458548307418823
258,1.3212541341781616,1.5625e-05,1.1429616212844849
259,1.1056236028671265,1.5625e-05,1.1456462144851685
260,0.933897078037262,1.5625e-05,1.1680206060409546
261,1.041032075881958,1.5625e-05,1.1825001239776611
262,1.1588404178619385,1.5625e-05,1.1701909303665161
263,1.2721331119537354,1.5625e-05,1.2368979454040527
264,1.3796499967575073,1.5625e-05,1.4361590147018433
265,1.4028127193450928,1.5625e-05,1.1429308652877808
266,1.312175989151001,1.5625e-05,1.139654278755188
267,1.1091448068618774,1.5625e-05,1.1386792659759521
268,0.9170922636985779,1.5625e-05,1.1583460569381714
269,1.0426580905914307,1.5625e-05,1.175431251525879
270,1.1537630558013916,1.5625e-05,1.1646682024002075
271,1.2689921855926514,1.5625e-05,1.221252679824829
272,1.3701972961425781,1.5625e-05,1.4336884021759033
273,1.4031662940979004,1.5625e-05,1.139503836631775
274,1.3031463623046875,1.5625e-05,1.137835144996643
275,1.0954585075378418,1.5625e-05,1.1335262060165405
276,0.9252030253410339,1.5625e-05,1.1537407636642456
277,1.0465338230133057,1.5625e-05,1.1700589656829834
278,1.1487269401550293,1.5625e-05,1.159999966621399
279,1.227645754814148,1.5625e-05,1.2110267877578735
280,1.4010961055755615,1.5625e-05,1.4234906435012817
281,1.3993792533874512,1.5625e-05,1.1370129585266113
282,1.2947512865066528,1.5625e-05,1.1341649293899536
283,1.0855134725570679,1.5625e-05,1.1331976652145386
284,0.9197309017181396,1.5625e-05,1.1564520597457886
285,1.046802282333374,1.5625e-05,1.1631715297698975
286,1.1466518640518188,1.5625e-05,1.1562186479568481
287,1.2209662199020386,1.5625e-05,1.1939632892608643
288,1.3975611925125122,1.5625e-05,1.4196834564208984
289,1.383547067642212,1.5625e-05,1.1363519430160522
290,1.3046314716339111,1.5625e-05,1.1331429481506348
291,1.0786746740341187,1.5625e-05,1.1291601657867432
292,0.9190875887870789,1.5625e-05,1.1514365673065186
293,1.0136823654174805,1.5625e-05,1.1631888151168823
294,1.1734440326690674,1.5625e-05,1.1546036005020142
295,1.2168926000595093,1.5625e-05,1.1884087324142456
296,1.3939406871795654,1.5625e-05,1.3992021083831787
297,1.3739559650421143,1.5625e-05,1.132008671760559
298,1.3017512559890747,1.5625e-05,1.1331216096878052
299,1.0752099752426147,1.5625e-05,1.122624158859253
300,0.9180643558502197,1.5625e-05,1.1496498584747314
301,1.0034664869308472,1.5625e-05,1.1597037315368652
302,1.1532467603683472,1.5625e-05,1.1459859609603882
303,1.2326278686523438,1.5625e-05,1.180501103401184
304,1.389172077178955,1.5625e-05,1.3915308713912964
305,1.3682177066802979,1.5625e-05,1.1294009685516357
306,1.2933728694915771,1.5625e-05,1.128496766090393
307,1.077838659286499,1.5625e-05,1.1208443641662598
308,0.9155915975570679,1.5625e-05,1.1427884101867676
309,0.9979303479194641,1.5625e-05,1.1541717052459717
310,1.130936622619629,1.5625e-05,1.1429938077926636
311,1.2481598854064941,1.5625e-05,1.1827638149261475
312,1.3445817232131958,1.5625e-05,1.384592056274414
313,1.4063432216644287,1.5625e-05,1.1288989782333374
314,1.28598153591156,1.5625e-05,1.1231422424316406
315,1.0777937173843384,1.5625e-05,1.1223491430282593
316,0.9109595417976379,1.5625e-05,1.1401480436325073
317,0.9957557916641235,1.5625e-05,1.1528455018997192
318,1.123440146446228,7.8125e-06,1.1328718662261963
319,1.2624633312225342,7.8125e-06,1.1440380811691284
320,1.3504128456115723,7.8125e-06,1.241115689277649
321,1.4138081073760986,7.8125e-06,1.1159430742263794
322,1.2699916362762451,7.8125e-06,1.1126736402511597
323,1.0642807483673096,7.8125e-06,1.1100878715515137
324,0.91493821144104,7.8125e-06,1.1207717657089233
325,0.9963346123695374,7.8125e-06,1.126457691192627
326,1.1107341051101685,7.8125e-06,1.1208289861679077
327,1.2201099395751953,7.8125e-06,1.1374462842941284
328,1.3737231492996216,7.8125e-06,1.2424931526184082
329,1.411008596420288,7.8125e-06,1.114311695098877
330,1.266164779663086,7.8125e-06,1.1096583604812622
331,1.0559988021850586,7.8125e-06,1.1060587167739868
332,0.9120873808860779,7.8125e-06,1.119343638420105
333,0.9958509802818298,7.8125e-06,1.1233547925949097
334,1.1065759658813477,7.8125e-06,1.1185835599899292
335,1.2124255895614624,7.8125e-06,1.1336605548858643
336,1.3739041090011597,7.8125e-06,1.2392150163650513
337,1.4023710489273071,7.8125e-06,1.1129220724105835
338,1.270164966583252,7.8125e-06,1.1072440147399902
339,1.049975872039795,7.8125e-06,1.105884075164795
340,0.9108240604400635,7.8125e-06,1.1155585050582886
341,0.9670790433883667,7.8125e-06,1.1246037483215332
342,1.132036566734314,7.8125e-06,1.1138256788253784
343,1.208604097366333,7.8125e-06,1.1304421424865723
344,1.3720911741256714,7.8125e-06,1.2303467988967896
345,1.3960531949996948,7.8125e-06,1.1117252111434937
346,1.2715226411819458,7.8125e-06,1.1057058572769165
347,1.046090841293335,7.8125e-06,1.1027560234069824
348,0.9086602330207825,7.8125e-06,1.1149137020111084
349,0.9541597366333008,7.8125e-06,1.1182080507278442
350,1.1394143104553223,7.8125e-06,1.1123524904251099
351,1.2055583000183105,7.8125e-06,1.1247682571411133
352,1.368753433227539,7.8125e-06,1.2214395999908447
353,1.390826940536499,7.8125e-06,1.1105542182922363
354,1.2706313133239746,7.8125e-06,1.104344367980957
355,1.043648362159729,7.8125e-06,1.1038259267807007
356,0.907421350479126,7.8125e-06,1.1114448308944702
357,0.9483184218406677,7.8125e-06,1.1196208000183105
358,1.1133273839950562,3.90625e-06,1.116660475730896
359,1.242875576019287,3.90625e-06,1.1073914766311646
360,1.373035192489624,3.90625e-06,1.1489919424057007
