epoch,loss_media_train,loss_val, lr
47,4.972241,4.896031,0.0002500000118743628
48,7.037069,5.153717,0.0002500000118743628
49,4.673974,7.349122,0.0002500000118743628
50,5.991772,4.883950,0.0002500000118743628
51,4.506133,4.895165,0.0002500000118743628
52,3.997777,4.223501,0.0002500000118743628
53,4.167396,4.480326,0.0002500000118743628
54,4.302591,3.982143,0.0002500000118743628
55,3.728861,3.979072,0.0002500000118743628
56,3.965514,5.276988,0.0002500000118743628
57,4.048069,3.876463,0.0002500000118743628
58,3.621277,5.575290,0.0002500000118743628
59,4.528676,5.053763,0.0002500000118743628
60,3.693043,4.864920,0.0002500000118743628
61,3.662004,4.300873,0.0002500000118743628
62,3.723685,4.095623,0.0002500000118743628
63,3.458987,4.317478,0.0002500000118743628
64,3.858567,4.530107,0.0002500000118743628
65,3.329762,3.464593,0.0002500000118743628
66,3.262125,3.676701,0.0002500000118743628
67,3.099051,4.038952,0.0002500000118743628
68,3.166173,3.872431,0.0002500000118743628
69,3.205206,3.375199,0.0002500000118743628
70,3.142745,3.309491,0.0002500000118743628
71,2.911966,4.104317,0.0002500000118743628
72,3.316186,4.564337,0.0002500000118743628
73,2.855454,3.040303,0.0002500000118743628
74,2.806720,2.884343,0.0002500000118743628
75,2.837878,4.129015,0.0002500000118743628
76,2.825283,3.109113,0.0002500000118743628
77,2.766004,3.898578,0.0002500000118743628
78,2.697565,4.488026,0.0002500000118743628
79,2.749535,2.887139,0.0002500000118743628
80,2.605950,3.090668,0.0002500000118743628
81,2.780058,2.989008,0.0002500000118743628
82,2.662508,3.013104,0.0002500000118743628
83,2.485027,3.168281,0.0002500000118743628
84,2.433898,2.727201,0.0002500000118743628
85,2.279290,4.285820,0.0002500000118743628
86,2.326976,3.205670,0.0002500000118743628
87,2.240149,3.039840,0.0002500000118743628
88,2.381572,3.393877,0.0002500000118743628
89,2.334539,2.801499,0.0002500000118743628
90,2.455801,2.789127,0.0002500000118743628
91,2.277048,3.201195,0.0002500000118743628
92,2.302552,2.457627,0.0002500000118743628
93,2.549119,2.191128,0.0002500000118743628
94,2.239145,3.071269,0.0002500000118743628
95,2.047429,2.535127,0.0002500000118743628
96,2.141234,3.588020,0.0002500000118743628
97,2.187770,2.397409,0.0002500000118743628
98,2.242835,2.351045,0.0002500000118743628
99,2.050923,3.716911,0.0002500000118743628
100,2.087970,3.845375,0.0002500000118743628
101,2.480819,2.147748,0.0002500000118743628
102,1.770020,2.303375,0.0002500000118743628
103,1.996971,2.125893,0.0002500000118743628
104,2.355486,2.358689,0.0002500000118743628
105,2.368219,1.968776,0.0002500000118743628
106,2.064075,2.305799,0.0002500000118743628
107,1.979115,2.187878,0.0002500000118743628
108,1.750657,3.677077,0.0002500000118743628
109,2.283301,2.024265,0.0002500000118743628
110,1.711339,1.823594,0.0002500000118743628
111,1.894741,2.821563,0.0002500000118743628
112,2.058082,2.696945,0.0002500000118743628
113,1.957770,2.022337,0.0002500000118743628
114,2.053119,2.015208,0.0002500000118743628
115,1.921743,2.799481,0.0002500000118743628
116,1.676113,2.414666,0.0002500000118743628
117,1.910419,3.738634,0.0002500000118743628
118,2.165905,1.625213,0.0002500000118743628
119,1.684722,2.044795,0.0002500000118743628
120,2.041438,2.245525,0.0002500000118743628
121,2.080371,1.895814,0.0002500000118743628
122,1.931977,2.443117,0.0002500000118743628
123,1.794838,1.883944,0.0002500000118743628
124,1.853859,1.948866,0.0002500000118743628
125,1.729493,2.220680,0.0002500000118743628
126,1.711189,2.044881,0.0002500000118743628
127,1.836663,2.231546,0.0002500000118743628
128,1.943916,2.463297,0.0002500000118743628
129,1.891444,1.704523,0.0001250000059371814
130,1.596696,1.636166,0.0001250000059371814
131,1.367605,1.599252,0.0001250000059371814
132,1.275937,2.130007,0.0001250000059371814
133,1.521962,1.403940,0.0001250000059371814
134,1.358297,1.856215,0.0001250000059371814
135,1.387842,1.744528,0.0001250000059371814
136,1.468525,3.066033,0.0001250000059371814
137,1.671328,1.747193,0.0001250000059371814
138,1.441928,1.524778,0.0001250000059371814
139,1.318419,1.735212,0.0001250000059371814
140,1.256875,1.676564,0.0001250000059371814
141,1.345697,1.694361,0.0001250000059371814
142,1.399888,1.760878,0.0001250000059371814
143,1.392253,1.584678,0.0001250000059371814
144,1.355179,1.911491,6.25000029685907e-05
145,1.540076,1.325400,6.25000029685907e-05
146,1.330524,1.336597,6.25000029685907e-05
147,1.189968,1.414068,6.25000029685907e-05
148,1.089415,1.400056,6.25000029685907e-05
149,1.266370,1.277766,6.25000029685907e-05
150,1.218817,1.447689,6.25000029685907e-05
151,1.235976,1.375039,6.25000029685907e-05
152,1.240367,1.688653,6.25000029685907e-05
153,1.422243,1.257900,6.25000029685907e-05
154,1.314295,1.299229,6.25000029685907e-05
155,1.136789,1.323768,6.25000029685907e-05
156,1.069101,1.593291,6.25000029685907e-05
157,1.221219,1.269149,6.25000029685907e-05
158,1.176439,1.416692,6.25000029685907e-05
159,1.197154,1.357211,6.25000029685907e-05
160,1.196134,1.804103,6.25000029685907e-05
161,1.422086,1.227012,6.25000029685907e-05
162,1.280100,1.292167,6.25000029685907e-05
163,1.121127,1.287097,6.25000029685907e-05
164,1.065771,1.286898,6.25000029685907e-05
165,1.124501,1.229497,6.25000029685907e-05
166,1.186092,1.369745,6.25000029685907e-05
167,1.202154,1.340636,6.25000029685907e-05
168,1.187581,1.554553,6.25000029685907e-05
169,1.352481,1.237526,6.25000029685907e-05
170,1.262034,1.245848,6.25000029685907e-05
171,1.103799,1.241056,6.25000029685907e-05
172,1.024529,1.290588,3.125000148429535e-05
173,1.069078,1.275991,3.125000148429535e-05
174,1.139892,1.338221,3.125000148429535e-05
175,1.155249,1.395872,3.125000148429535e-05
176,1.146244,1.418706,3.125000148429535e-05
177,1.315793,1.165954,3.125000148429535e-05
178,1.209018,1.138407,3.125000148429535e-05
179,1.046650,1.159380,3.125000148429535e-05
180,0.984437,1.258638,3.125000148429535e-05
181,1.036973,1.213967,3.125000148429535e-05
182,1.125353,1.329628,3.125000148429535e-05
183,1.124983,1.352579,3.125000148429535e-05
184,1.123327,1.470808,3.125000148429535e-05
185,1.307503,1.143017,3.125000148429535e-05
186,1.200927,1.125348,3.125000148429535e-05
187,1.038573,1.120126,3.125000148429535e-05
188,0.974490,1.247793,3.125000148429535e-05
189,1.026015,1.212623,3.125000148429535e-05
190,1.103986,1.294280,3.125000148429535e-05
191,1.096070,1.338070,3.125000148429535e-05
192,1.106231,1.414240,3.125000148429535e-05
193,1.288293,1.122429,3.125000148429535e-05
194,1.196895,1.111881,3.125000148429535e-05
195,1.025678,1.120183,3.125000148429535e-05
196,0.967035,1.242438,3.125000148429535e-05
197,1.012900,1.181020,3.125000148429535e-05
198,1.094702,1.239814,3.125000148429535e-05
199,1.103437,1.259215,3.125000148429535e-05
200,1.082112,1.388994,3.125000148429535e-05
201,1.262074,1.102240,3.125000148429535e-05
202,1.184694,1.095442,3.125000148429535e-05
203,1.023875,1.109895,3.125000148429535e-05
204,0.963841,1.180473,3.125000148429535e-05
205,1.009972,1.162502,3.125000148429535e-05
206,1.087680,1.242539,3.125000148429535e-05
207,1.075447,1.299087,3.125000148429535e-05
208,1.080745,1.501343,3.125000148429535e-05
209,1.265558,1.096242,3.125000148429535e-05
210,1.177902,1.087006,3.125000148429535e-05
211,1.022238,1.101472,3.125000148429535e-05
212,0.956261,1.183404,3.125000148429535e-05
213,0.994885,1.155548,3.125000148429535e-05
214,1.072250,1.238807,3.125000148429535e-05
215,1.060857,1.310857,3.125000148429535e-05
216,1.072338,1.426966,3.125000148429535e-05
217,1.257720,1.088783,3.125000148429535e-05
218,1.174687,1.071299,3.125000148429535e-05
219,1.010978,1.089321,3.125000148429535e-05
220,0.947689,1.287334,3.125000148429535e-05
221,1.008587,1.134010,3.125000148429535e-05
222,1.065611,1.239669,3.125000148429535e-05
223,1.061405,1.272176,3.125000148429535e-05
224,1.059763,1.538166,3.125000148429535e-05
225,1.241099,1.089672,3.125000148429535e-05
226,1.169066,1.064616,3.125000148429535e-05
227,1.007995,1.063348,3.125000148429535e-05
228,0.943133,1.173669,3.125000148429535e-05
229,0.966599,1.131426,3.125000148429535e-05
230,1.058397,1.199712,3.125000148429535e-05
231,1.047296,1.208904,3.125000148429535e-05
232,1.040114,1.422797,3.125000148429535e-05
233,1.231617,1.071555,3.125000148429535e-05
234,1.158913,1.043138,3.125000148429535e-05
235,0.997431,1.058881,3.125000148429535e-05
236,0.933406,1.176960,3.125000148429535e-05
237,0.966130,1.112600,3.125000148429535e-05
238,1.045799,1.182043,3.125000148429535e-05
239,1.032396,1.218027,3.125000148429535e-05
240,1.032129,1.420564,3.125000148429535e-05
241,1.221738,1.073586,3.125000148429535e-05
242,1.149981,1.030111,3.125000148429535e-05
243,0.977384,1.044384,3.125000148429535e-05
244,0.923920,1.111775,3.125000148429535e-05
245,0.937721,1.102653,3.125000148429535e-05
246,1.045948,1.162001,3.125000148429535e-05
247,1.025451,1.263426,3.125000148429535e-05
248,1.033980,1.621136,3.125000148429535e-05
249,1.225532,1.068020,3.125000148429535e-05
250,1.142159,1.013493,3.125000148429535e-05
251,0.961147,1.057081,3.125000148429535e-05
252,0.924317,1.141263,3.125000148429535e-05
253,0.951537,1.086753,3.125000148429535e-05
254,1.028757,1.139238,3.125000148429535e-05
255,0.997017,1.247250,3.125000148429535e-05
256,1.019437,1.453859,3.125000148429535e-05
257,1.233036,1.049398,3.125000148429535e-05
258,1.130377,1.013311,3.125000148429535e-05
259,0.952033,1.044142,3.125000148429535e-05
260,0.905607,1.114497,3.125000148429535e-05
261,0.928028,1.076459,3.125000148429535e-05
262,1.012083,1.115973,3.125000148429535e-05
263,1.002852,1.241757,3.125000148429535e-05
264,1.005667,1.477917,3.125000148429535e-05
265,1.199938,1.071059,3.125000148429535e-05
266,1.124260,1.010904,3.125000148429535e-05
267,0.942315,1.021266,3.125000148429535e-05
268,0.910335,1.109233,3.125000148429535e-05
269,0.930066,1.067505,3.125000148429535e-05
270,1.008561,1.105805,3.125000148429535e-05
271,0.981984,1.245629,3.125000148429535e-05
272,1.005175,1.531723,3.125000148429535e-05
273,1.186540,1.063927,3.125000148429535e-05
274,1.104880,0.989672,3.125000148429535e-05
275,0.921241,1.019704,3.125000148429535e-05
276,0.893699,1.124544,3.125000148429535e-05
277,0.919027,1.040159,3.125000148429535e-05
278,0.986302,1.075124,3.125000148429535e-05
279,0.978473,1.189541,3.125000148429535e-05
280,0.982110,1.604580,3.125000148429535e-05
281,1.180594,1.026339,3.125000148429535e-05
282,1.094978,0.990662,3.125000148429535e-05
283,0.939072,1.010905,3.125000148429535e-05
284,0.887890,1.078471,3.125000148429535e-05
285,0.916885,0.998761,1.5625000742147677e-05
286,0.954152,1.019359,1.5625000742147677e-05
287,0.959456,1.131899,1.5625000742147677e-05
288,0.980569,1.366536,1.5625000742147677e-05
289,1.181795,0.947936,1.5625000742147677e-05
290,1.060859,0.934498,1.5625000742147677e-05
291,0.906241,0.936966,1.5625000742147677e-05
292,0.876289,1.018863,1.5625000742147677e-05
293,0.879718,0.975566,1.5625000742147677e-05
294,0.941030,0.980451,1.5625000742147677e-05
295,0.949404,1.078371,1.5625000742147677e-05
296,0.965702,1.270155,1.5625000742147677e-05
297,1.143714,0.936189,1.5625000742147677e-05
298,1.052580,0.917372,1.5625000742147677e-05
299,0.895793,0.926731,1.5625000742147677e-05
300,0.868804,1.007482,1.5625000742147677e-05
301,0.864965,0.955369,1.5625000742147677e-05
302,0.931283,0.972771,1.5625000742147677e-05
303,0.941057,1.037042,1.5625000742147677e-05
304,0.955272,1.245574,1.5625000742147677e-05
305,1.131087,0.923059,1.5625000742147677e-05
306,1.040747,0.903883,1.5625000742147677e-05
307,0.885899,0.915746,1.5625000742147677e-05
308,0.863788,0.972738,1.5625000742147677e-05
309,0.849275,0.940884,1.5625000742147677e-05
310,0.920771,0.960131,1.5625000742147677e-05
311,0.932244,1.093898,1.5625000742147677e-05
312,0.941698,1.284838,1.5625000742147677e-05
313,1.131445,0.914370,1.5625000742147677e-05
314,1.036390,0.893027,1.5625000742147677e-05
315,0.880756,0.903477,1.5625000742147677e-05
316,0.859138,0.962289,1.5625000742147677e-05
317,0.842229,0.918432,1.5625000742147677e-05
318,0.906871,0.940576,1.5625000742147677e-05
319,0.916485,1.062144,1.5625000742147677e-05
320,0.934077,1.264616,1.5625000742147677e-05
321,1.122129,0.901671,1.5625000742147677e-05
322,1.024990,0.881027,1.5625000742147677e-05
323,0.871741,0.889754,1.5625000742147677e-05
324,0.852019,0.966894,1.5625000742147677e-05
325,0.838451,0.906498,1.5625000742147677e-05
326,0.898228,0.921920,1.5625000742147677e-05
327,0.905877,1.063871,1.5625000742147677e-05
328,0.925324,1.238854,1.5625000742147677e-05
329,1.115425,0.885980,1.5625000742147677e-05
330,1.015228,0.867937,1.5625000742147677e-05
331,0.859554,0.880831,1.5625000742147677e-05
332,0.845399,0.945835,1.5625000742147677e-05
333,0.829144,0.901071,1.5625000742147677e-05
334,0.888717,0.910397,1.5625000742147677e-05
335,0.898497,1.036047,1.5625000742147677e-05
336,0.916112,1.218295,1.5625000742147677e-05
337,1.105160,0.874264,1.5625000742147677e-05
338,1.006803,0.857892,1.5625000742147677e-05
339,0.846160,0.870491,1.5625000742147677e-05
340,0.836314,0.934292,1.5625000742147677e-05
341,0.817531,0.887669,1.5625000742147677e-05
342,0.879124,0.906907,1.5625000742147677e-05
343,0.892032,1.030309,1.5625000742147677e-05
344,0.905724,1.182748,1.5625000742147677e-05
345,1.092937,0.864204,1.5625000742147677e-05
346,1.000486,0.847944,1.5625000742147677e-05
347,0.844048,0.860814,1.5625000742147677e-05
348,0.833501,0.927064,1.5625000742147677e-05
349,0.808957,0.879561,1.5625000742147677e-05
350,0.867279,0.908729,1.5625000742147677e-05
351,0.880216,1.025188,1.5625000742147677e-05
352,0.898506,1.191669,1.5625000742147677e-05
353,1.084565,0.860120,1.5625000742147677e-05
354,0.995282,0.834137,1.5625000742147677e-05
355,0.835343,0.845948,1.5625000742147677e-05
356,0.826315,0.921843,1.5625000742147677e-05
357,0.806217,0.882886,1.5625000742147677e-05
358,0.857734,0.896368,1.5625000742147677e-05
359,0.870856,1.009449,1.5625000742147677e-05
360,0.892055,1.187325,1.5625000742147677e-05
361,1.068861,0.848492,1.5625000742147677e-05
362,0.982857,0.825773,1.5625000742147677e-05
363,0.825408,0.840016,1.5625000742147677e-05
364,0.819152,0.906299,1.5625000742147677e-05
365,0.793550,0.871428,1.5625000742147677e-05
366,0.851440,0.902080,1.5625000742147677e-05
367,0.867059,1.024867,1.5625000742147677e-05
368,0.883579,1.216957,1.5625000742147677e-05
369,1.075312,0.841535,1.5625000742147677e-05
370,0.977847,0.817638,1.5625000742147677e-05
371,0.816851,0.832139,1.5625000742147677e-05
372,0.816732,0.902655,1.5625000742147677e-05
373,0.786288,0.857851,1.5625000742147677e-05
374,0.840772,0.898064,1.5625000742147677e-05
375,0.858866,1.028192,1.5625000742147677e-05
376,0.878176,1.211003,1.5625000742147677e-05
377,1.077216,0.827951,1.5625000742147677e-05
378,0.968775,0.815117,1.5625000742147677e-05
379,0.813034,0.822653,1.5625000742147677e-05
380,0.812069,0.887686,1.5625000742147677e-05
381,0.780673,0.852869,1.5625000742147677e-05
382,0.828638,0.878687,1.5625000742147677e-05
383,0.857710,0.949112,1.5625000742147677e-05
384,0.868848,1.057149,1.5625000742147677e-05
385,1.046714,0.823812,1.5625000742147677e-05
386,0.962613,0.814994,1.5625000742147677e-05
387,0.803379,0.820189,1.5625000742147677e-05
388,0.808259,0.882488,1.5625000742147677e-05
389,0.776917,0.861972,1.5625000742147677e-05
390,0.833801,0.880396,1.5625000742147677e-05
391,0.854505,1.005141,1.5625000742147677e-05
392,0.871216,1.151712,1.5625000742147677e-05
393,1.043450,0.821976,1.5625000742147677e-05
394,0.960609,0.805754,1.5625000742147677e-05
395,0.795116,0.810993,1.5625000742147677e-05
396,0.800593,0.870984,1.5625000742147677e-05
397,0.769640,0.855734,1.5625000742147677e-05
398,0.829267,0.864920,1.5625000742147677e-05
399,0.846903,0.961415,1.5625000742147677e-05
400,0.855949,1.155130,1.5625000742147677e-05
401,1.048926,0.810982,1.5625000742147677e-05
402,0.951353,0.807043,1.5625000742147677e-05
403,0.794725,0.815943,1.5625000742147677e-05
404,0.801845,0.866361,1.5625000742147677e-05
405,0.782228,0.819288,7.812500371073838e-06
406,0.814666,0.817418,7.812500371073838e-06
407,0.846246,0.913253,7.812500371073838e-06
408,0.866563,1.061904,7.812500371073838e-06
409,1.054080,0.790342,7.812500371073838e-06
410,0.937465,0.766776,7.812500371073838e-06
411,0.784710,0.768475,7.812500371073838e-06
412,0.798169,0.811536,7.812500371073838e-06
413,0.758892,0.801060,7.812500371073838e-06
414,0.805760,0.798903,7.812500371073838e-06
415,0.834767,0.873647,7.812500371073838e-06
416,0.855406,1.031723,7.812500371073838e-06
417,1.036923,0.781177,7.812500371073838e-06
418,0.932629,0.767312,7.812500371073838e-06
419,0.782131,0.764634,7.812500371073838e-06
420,0.795969,0.808917,7.812500371073838e-06
421,0.755712,0.801989,7.812500371073838e-06
422,0.801183,0.793384,7.812500371073838e-06
423,0.834772,0.859749,7.812500371073838e-06
424,0.850240,1.014563,7.812500371073838e-06
425,1.027995,0.775606,7.812500371073838e-06
426,0.928284,0.758216,7.812500371073838e-06
427,0.777942,0.759557,7.812500371073838e-06
428,0.794174,0.803718,7.812500371073838e-06
429,0.749191,0.791911,7.812500371073838e-06
430,0.799757,0.787082,7.812500371073838e-06
431,0.830338,0.854058,7.812500371073838e-06
432,0.843233,0.985559,7.812500371073838e-06
433,1.029402,0.772301,7.812500371073838e-06
434,0.924517,0.755286,7.812500371073838e-06
435,0.775677,0.753401,7.812500371073838e-06
436,0.789256,0.800356,7.812500371073838e-06
437,0.744102,0.788506,7.812500371073838e-06
438,0.798344,0.788537,7.812500371073838e-06
439,0.824944,0.850623,7.812500371073838e-06
440,0.840560,0.988923,7.812500371073838e-06
441,1.021701,0.767978,7.812500371073838e-06
442,0.920650,0.753372,7.812500371073838e-06
443,0.773197,0.755290,7.812500371073838e-06
444,0.787891,0.800847,7.812500371073838e-06
445,0.743270,0.786091,7.812500371073838e-06
446,0.800456,0.767074,3.906250185536919e-06
447,0.837486,0.825738,3.906250185536919e-06
448,0.852959,0.918443,3.906250185536919e-06
449,1.042333,0.754741,3.906250185536919e-06
450,0.924420,0.744745,3.906250185536919e-06
451,0.772012,0.737387,3.906250185536919e-06
452,0.790470,0.756608,3.906250185536919e-06
453,0.735856,0.758007,3.906250185536919e-06
454,0.795156,0.760456,3.906250185536919e-06
455,0.832794,0.815092,3.906250185536919e-06
456,0.848106,0.901505,3.906250185536919e-06
457,1.034274,0.752291,3.906250185536919e-06
458,0.920680,0.741788,3.906250185536919e-06
459,0.768287,0.734984,3.906250185536919e-06
460,0.790899,0.752926,3.906250185536919e-06
461,0.733237,0.753626,3.906250185536919e-06
462,0.791776,0.757426,3.906250185536919e-06
463,0.828639,0.800677,3.906250185536919e-06
464,0.842939,0.887575,3.906250185536919e-06
465,1.026380,0.749580,3.906250185536919e-06
466,0.917344,0.737600,3.906250185536919e-06
467,0.766561,0.731734,3.906250185536919e-06
468,0.789655,0.750681,3.906250185536919e-06
469,0.731354,0.751650,3.906250185536919e-06
470,0.789003,0.755109,3.906250185536919e-06
471,0.825045,0.787499,3.906250185536919e-06
472,0.838819,0.870432,3.906250185536919e-06
473,1.020228,0.749819,3.906250185536919e-06
474,0.916710,0.733266,3.906250185536919e-06
475,0.763488,0.728395,3.906250185536919e-06
476,0.788656,0.746218,3.906250185536919e-06
477,0.729716,0.748462,3.906250185536919e-06
478,0.786902,0.747400,3.906250185536919e-06
479,0.821688,0.795595,3.906250185536919e-06
480,0.835517,0.862394,3.906250185536919e-06
481,1.016392,0.745401,3.906250185536919e-06
482,0.913476,0.730768,3.906250185536919e-06
483,0.760962,0.726549,3.906250185536919e-06
484,0.787158,0.745346,3.906250185536919e-06
485,0.727440,0.744738,3.906250185536919e-06
486,0.784043,0.746060,3.906250185536919e-06
487,0.818707,0.783758,3.906250185536919e-06
488,0.831448,0.860703,3.906250185536919e-06
489,1.010961,0.741972,3.906250185536919e-06
490,0.912356,0.728023,3.906250185536919e-06
491,0.759896,0.722927,3.906250185536919e-06
492,0.785918,0.742006,3.906250185536919e-06
493,0.725684,0.744380,3.906250185536919e-06
494,0.782298,0.742021,3.906250185536919e-06
495,0.817136,0.780682,3.906250185536919e-06
496,0.826907,0.864351,3.906250185536919e-06
497,1.010382,0.740036,3.906250185536919e-06
498,0.911169,0.724877,3.906250185536919e-06
499,0.758326,0.720101,3.906250185536919e-06
